id,decade_start,births,deaths,natural_increase,net_migration,total_change,rate_natural_per_1k,rate_migration_per_1k,rate_total_per_1k
24,2050,3441.601,744.832,2696.7690000000002,338.519,3035.288,6.57232087891001,0.8149602748622762,7.387281153772287
24,2060,3279.435,658.946,2620.489,342.509,2962.998,5.305061762868944,0.69779813010418,6.002859892973125
24,2070,3001.723,573.527,2428.196,280.51,2708.706,4.208601043088292,0.48791302850528684,4.696514071593579
24,2080,2614.677,498.48699999999997,2116.19,437.094,2553.284,3.227472484629638,0.6628433810691271,3.890315865698765
24,2090,2199.473,442.623,1756.8500000000001,257.003,2013.853,2.4178700920636262,0.35586206697947864,2.773732159043105
24,2100,195.007,41.071,153.936,3.511,157.447,2.017873734503103,0.04602402739996098,2.063897761903064
28,1950,3.293,1.779,1.514,-2.401,-0.887,5.698311497592381,-9.019499996800572,-3.3211884992081915
28,1960,3.714,1.108,2.606,-5.374,-2.768,8.33120008834412,-17.39851017833615,-9.06731008999203
28,1970,3.872,0.37,3.502,-11.209,-7.707,10.327719534829777,-33.051928337733266,-22.724208802903487
28,1980,2.939,0.187,2.752,-10.277,-7.525,8.128074492761577,-30.491994583743036,-22.36392009098146
28,1990,1.914,0.196,1.718,2.9970000000000003,4.715,4.908318150483095,8.128653028744898,13.036971179227994
28,2000,1.846,0.178,1.668,2.156,3.8240000000000003,3.9878386141319466,5.0823093552023995,9.070147969334347
28,2010,1.231,0.125,1.106,1.016,2.122,2.3787948147545697,2.225120857230059,4.603915671984629
28,2020,1.025,0.09899999999999999,0.926,0.02,0.946,1.8829470489319742,0.040635587934304766,1.923582636866279
28,2030,0.734,0.069,0.665,-0.26,0.405,1.3137223434646441,-0.5134257174857899,0.8002966259788542
28,2040,0.601,0.046,0.555,-0.55,0.005000000000000011,1.1028993240557508,-1.0935978125829222,0.00930151147282839
28,2050,0.432,0.033,0.39899999999999997,-0.481,-0.08200000000000002,0.8235800060565873,-0.9927122866489523,-0.16913228059236493
28,2060,0.305,0.025,0.28,-0.523,-0.243,0.6128623733494274,-1.1499626448194928,-0.5371002714700654
28,2070,0.217,0.02,0.197,-0.527,-0.33,0.4628687584263106,-1.2388886564638493,-0.7760198980375388
28,2080,0.139,0.012,0.127,-0.338,-0.21100000000000002,0.32364040513870523,-0.8624313754746847,-0.5387909703359796
28,2090,0.093,0.01,0.08299999999999999,-0.273,-0.19,0.23023034779034707,-0.7582280711425367,-0.5279977233521895
28,2100,0.008,0.001,0.007,-0.021,-0.014000000000000002,0.20395081871685797,-0.6118524561505739,-0.407901637433716
31,1950,96.557,280.594,-184.037,-0.862,-184.899,-9.987984531453279,-0.045934745908317275,-10.033919277361596
31,1960,71.887,293.445,-221.558,-21.56,-243.118,-9.504681413819236,-0.8607982057913686,-10.365479619610605
31,1970,77.831,193.75,-115.919,47.05,-68.869,-3.9783820856648737,1.514192230568095,-2.464189855096779
31,1980,93.146,206.77100000000002,-113.625,-478.204,-591.8290000000001,-3.2629071350352747,-13.50447178478951,-16.767378919824786
31,1990,132.152,157.669,-25.517000000000007,-10.287999999999993,-35.805,-0.6859368459310622,-0.5419300377730736,-1.2278668837041358
31,2000,162.434,77.748,84.686,140.279,224.965,1.8610134770056512,3.13483057006291,4.995844047068561
31,2010,194.608,49.996,144.612,-34.346,110.266,2.9163190925362548,-0.6583923286161537,2.2579267639201013
31,2020,127.797,21.529,106.268,-24.355,81.913,2.00385141494196,-0.47414876720421734,1.5297026477377427
31,2030,108.581,15.526,93.055,56.811,149.866,1.6861812630667898,1.026792069101486,2.712973332168276
31,2040,49.479,11.254,38.225,56.606,94.831,0.6745098220665191,0.9980854017036134,1.6725952237701325
31,2050,20.592,8.079,12.513,54.937,67.45,0.22091029003762758,0.9706669786470382,1.1915772686846657
31,2060,16.919,6.28,10.639,55.122,65.761,0.1914804844682661,0.9918972459887959,1.183377730457062
31,2070,15.295,5.1290000000000004,10.166,47.4,57.566,0.188381263785869,0.8789079066217284,1.0672891704075973
31,2080,14.969,4.076,10.893,47.394,58.287,0.2094083489277819,0.9111000980645938,1.1205084469923758
31,2090,14.493,3.3970000000000002,11.096,47.326,58.422,0.22040170731573488,0.9399578855478639,1.1603595928635988
31,2100,1.383,0.312,1.071,3.788,4.859,0.21654886219849465,0.7659076470661977,0.9824565092646923
32,1950,471.352,371.571,99.781,363.666,463.447,1.0793334083320125,4.059744451388903,5.139077859720915
32,1960,559.831,348.469,211.362,343.802,555.164,1.902966378154792,3.1050931367609613,5.008059514915754
32,1970,804.367,329.976,474.391,126.48899999999999,600.88,3.630529589801811,1.0556831475461093,4.686212737347921
32,1980,890.81,242.432,648.378,332.697,981.075,4.239498383679181,2.1592207639014602,6.398719147580641
32,1990,1075.311,189.392,885.919,-142.695,743.224,5.009463967877766,-0.7916552379241851,4.21780872995358
32,2000,1055.252,131.895,923.357,-194.642,728.715,4.666653275135298,-0.9912484867379359,3.675404788397363
32,2010,1029.505,97.33800000000001,932.167,34.676,966.843,4.29065578412631,0.15577666692476166,4.446432451051072
32,2020,442.028,52.614000000000004,389.414,24.206,413.62,1.689968221541076,0.10502593230769611,1.7949941538487721
32,2030,315.672,42.414,273.258,6.042,279.3,1.1538706306481534,0.025523963811164223,1.1793945944593178
32,2040,175.491,32.457,143.034,5.485,148.519,0.5920856174261455,0.022697932620660832,0.6147835500468064
32,2050,140.428,22.781,117.647,5.352,122.999,0.48737513339021576,0.022177130069694635,0.5095522634599103
32,2060,105.592,17.284,88.30799999999999,5.2299999999999995,93.538,0.37436200704966666,0.02219201609412681,0.39655402314379345
32,2070,75.404,14.202,61.202,5.425,66.627,0.26988743362718404,0.023972961443161724,0.2938603950703458
32,2080,61.039,11.015,50.024,5.054,55.078,0.23340886698656718,0.02359440438592112,0.25700327137248824
32,2090,56.774,8.779,47.995,4.806,52.801,0.24022961536991008,0.024041963382598713,0.2642715787525088
32,2100,5.335,0.8,4.535,0.523,5.058,0.2368813687658413,0.027318402616214994,0.2641997713820563
36,1950,122.05,58.022,64.028,880.654,944.682,1.3996559061114715,19.811223777326337,21.210879683437806
36,1960,217.212,52.856,164.356,893.7339999999999,1058.09,2.9171859289829802,15.927708580520687,18.844894509503668
36,1970,247.008,44.136,202.872,855.3190000000001,1058.191,2.992066709963608,12.967652073408711,15.959718783372319
36,1980,155.495,27.423,128.072,1120.881,1248.953,1.6333424550607738,14.139771801846205,15.773114256906979
36,1990,131.953,19.453,112.5,690.773,803.273,1.247774690576176,7.619679044774915,8.867453735351091
36,2000,115.346,15.054,100.292,1636.729,1737.021,0.9819367281551216,15.830848356385228,16.81278508454035
36,2010,91.863,12.403,79.46000000000001,2171.76,2251.2200000000003,0.6725391958390292,18.127894456589367,18.8004336524284
36,2020,49.842,10.224,39.618,1251.735,1291.353,0.2934272898501386,9.23361957183318,9.52704686168332
36,2030,43.12,7.629,35.491,1416.248,1451.739,0.24154370494814162,9.631271609583216,9.872815314531357
36,2040,43.638999999999996,6.681,36.958,1636.08,1673.038,0.23431409270756703,10.367160453746193,10.60147454645376
36,2050,44.553,5.731,38.822,1736.114,1774.936,0.23086875297241055,10.326344619654748,10.557213372627158
36,2060,47.841,4.839,43.002,1843.914,1886.916,0.24134808203685704,10.347122967007506,10.588471049044363
36,2070,49.638,4.175,45.463,1896.976,1942.439,0.24130785242511749,10.067553491818186,10.308861344243304
36,2080,51.487,3.534,47.953,2015.791,2063.744,0.24117878391602648,10.138548784981147,10.379727568897172
36,2090,54.383,2.903,51.480000000000004,1980.931,2032.411,0.24502775753398795,9.435851137810467,9.680878895344454
36,2100,5.587,0.258,5.329,189.462,194.791,0.24623811100574847,8.754506471640292,9.00074458264604
40,1950,85.332,62.053,23.279,-152.116,-128.837,0.6231605739699202,-4.089518409710579,-3.4663578357406593
40,1960,144.015,44.231,99.78399999999999,55.113,154.897,2.5836696382982973,1.416158483015159,3.999828121313456
40,1970,126.581,23.517,103.064,85.688,188.752,2.5865032237123655,2.158447203315461,4.744950427027826
40,1980,85.366,11.71,73.656,92.16499999999999,165.821,1.8513758634870423,2.316636528096871,4.168012391583913
40,1990,43.666,6.594,37.072,281.74899999999997,318.82099999999997,0.9076060149051065,6.943670256102775,7.851276271007881
40,2000,30.012,3.877,26.134999999999998,339.08,365.21500000000003,0.6210684826432982,8.060677189418985,8.681745672062283
40,2010,17.63,3.137,14.493,533.587,548.08,0.3313614318608556,12.128260764124379,12.459622195985235
40,2020,7.818,2.601,5.2170000000000005,335.053,340.27,0.11343746219777509,7.297392021269319,7.4108294834670945
40,2030,6.371,1.684,4.687,160.179,164.86599999999999,0.10267573424810195,3.5090653095884186,3.6117410438365205
40,2040,5.648,1.315,4.333,174.303,178.636,0.09690758967399546,3.8988555398031877,3.995763129477183
40,2050,5.167,1.032,4.135000000000001,177.821,181.95600000000002,0.09565557629259999,4.1127495587665575,4.208405135059158
40,2060,5.293,0.777,4.516,178.09300000000002,182.609,0.10919847992495338,4.303592382539415,4.412790862464369
40,2070,5.097,0.636,4.461,170.85,175.311,0.11213283205743776,4.294381287173055,4.406514119230492
40,2080,4.7749999999999995,0.524,4.2509999999999994,158.85,163.101,0.11063390254690945,4.131622914149031,4.2422568166959405
40,2090,4.782,0.415,4.367,141.201,145.568,0.11691795033068311,3.779124556094826,3.896042506425509
40,2100,0.476,0.036,0.44,14.393,14.833,0.11920514012564222,3.8993626859735646,4.018567826099207
44,1950,4.341,2.697,1.644,5.096,6.74,3.2951623324581076,8.668808922404068,11.963971254862177
44,1960,6.327,2.884,3.4430000000000005,27.409,30.852,4.693575167328487,37.68965882175712,42.38323398908561
44,1970,7.286,2.183,5.103,5.372999999999999,10.475999999999999,4.964936572846637,5.374702817733926,10.339639390580562
44,1980,7.953,1.553,6.4,3.317,9.717,5.12768868445832,2.623907931886529,7.75159661634485
44,1990,6.873,1.224,5.649,4.199,9.847999999999999,3.788916807872595,2.7911852632215854,6.580102071094181
44,2000,5.763,0.9159999999999999,4.847,11.103,15.950000000000001,2.777171167641767,6.283709521929685,9.060880689571453
44,2010,4.851,0.769,4.082,11.34,15.422,2.0760555493906168,5.764107589797999,7.840163139188616
44,2020,3.421,0.531,2.89,8.139,11.029,1.3759164186281727,3.863000075136913,5.238916493765086
44,2030,2.762,0.402,2.36,10.302,12.661999999999999,1.0822320933285563,4.718960672830095,5.8011927661586515
44,2040,2.31,0.305,2.005,11.733,13.738,0.8997146608473223,5.264236021162814,6.163950682010137
44,2050,1.941,0.235,1.706,11.713,13.419,0.7634375343173715,5.242098168038615,6.005535702355987
44,2060,1.529,0.191,1.338,10.781,12.119,0.6063691561559166,4.886808567103303,5.49317772325922
44,2070,1.151,0.156,0.995,9.944,10.939,0.4610839917453237,4.61105488826519,5.072138880010513
44,2080,0.848,0.13,0.718,8.938,9.656,0.3420809314119523,4.259603097907,4.601684029318952
44,2090,0.592,0.11,0.48200000000000004,8.564,9.046000000000001,0.2369030667262341,4.213352880483181,4.450255947209415
44,2100,0.05,0.01,0.04,0.77,0.81,0.19994701404127907,3.848980020294622,4.048927034335901
48,1950,12.65,18.419,-5.769,8.73,2.961,-9.578568846693859,13.64091802382483,4.062349177130971
48,1960,15.441,11.804,3.637,-6.194999999999999,-2.558,3.803740333588162,-5.087444355990675,-1.2837040224025131
48,1970,12.085,4.622,7.463,52.363,59.826,6.483408832083181,43.318185094505075,49.80159392658826
48,1980,7.998,3.169,4.829,49.198,54.027,2.949651374301139,29.120225028323773,32.069876402624914
48,1990,4.184,2.521,1.663,37.56,39.223,0.6895666940203555,15.916995055368819,16.606561749389176
48,2000,4.92,1.738,3.182,408.131,411.313,0.8708902524325731,113.70723197164759,114.57812222408015
48,2010,4.961,1.543,3.418,91.40899999999999,94.827,0.6849485958349881,17.946257764625006,18.63120636045999
48,2020,3.038,1.256,1.782,117.014,118.796,0.2910020165333943,19.124345008747817,19.41534702528121
48,2030,2.266,1.028,1.238,11.674,12.911999999999999,0.17392430524047436,1.6278456037360605,1.8017699089765347
48,2040,1.707,0.865,0.842,12.849,13.691,0.10401141390967687,1.5869994380059607,1.6910108519156377
48,2050,1.573,0.743,0.8300000000000001,13.506,14.336,0.09226403204532711,1.5007227403714527,1.5929867724167799
48,2060,1.4649999999999999,0.674,0.7909999999999999,13.328,14.119,0.07981593155594989,1.344513256551751,1.424329188107701
48,2070,1.438,0.614,0.8239999999999998,12.376,13.2,0.07570981454062378,1.139013643337346,1.2147234578779698
48,2080,1.534,0.557,0.9770000000000001,11.02,11.997,0.08236460090378765,0.9309783989622875,1.0133429998660752
48,2090,1.6480000000000001,0.511,1.1370000000000002,9.883,11.02,0.08843279343495622,0.76978544074503,0.8582182341799862
48,2100,0.171,0.049,0.12200000000000001,0.933,1.0550000000000002,0.09091999859893773,0.6953144155148271,0.7862344141137649
50,1950,4203.647,6407.9310000000005,-2204.284,-278.233,-2482.517,-10.282335877053443,-1.2204039892895349,-11.502739866342978
50,1960,5592.121999999999,6775.697,-1183.5750000000003,56.809,-1126.766,-4.23159733342961,0.2776509464870497,-3.9539463869425595
50,1970,8363.303,8351.96,11.343000000000075,-2741.0,-2729.657,-0.20927882052766295,-6.997197208550728,-7.20647602907839
50,1980,9684.387999999999,7181.765,2502.6229999999996,-3094.79,-592.1670000000003,5.083746869249568,-6.411909722681925,-1.328162853432358
50,1990,10612.415,4524.801,6087.6140000000005,-2692.7129999999997,3394.9010000000003,10.16077822627756,-4.549206664547915,5.6115715617296456
50,2000,10260.738000000001,2583.3360000000002,7677.402,-9507.337,-1829.935,10.83563884148992,-13.277917920993184,-2.442279079503261
50,2010,7674.985,1310.313,6364.6720000000005,-9455.712,-3091.04,7.94839291429057,-11.775479882521882,-3.827086968231312
50,2020,5765.108,783.33,4981.778,-5318.503,-336.72499999999997,5.637395567878705,-6.078233566535485,-0.4408379986567804
50,2030,3750.9049999999997,412.39300000000003,3338.5119999999997,-3168.638,169.8739999999999,3.3874422659573953,-3.206152834490129,0.18128943146726623
50,2040,2935.073,262.922,2672.151,-3130.034,-457.88300000000004,2.519819346634597,-2.947332522370624,-0.42751317573602704
50,2050,2034.688,185.756,1848.932,-3132.666,-1283.734,1.6574461224997594,-2.8048387042686636,-1.1473925817689044
50,2060,1488.045,129.734,1358.311,-3010.4390000000003,-1652.1280000000002,1.1851942401120064,-2.6262088702461868,-1.4410146301341804
50,2070,1133.157,94.272,1038.885,-2776.284,-1737.3990000000001,0.9068744137918113,-2.4242719369992383,-1.517397523207427
50,2080,822.888,72.895,749.993,-2647.018,-1897.025,0.6701840752354372,-2.3670082441267084,-1.6968241688912713
50,2090,613.329,56.744,556.585,-2573.724,-2017.139,0.5183819533237994,-2.399166036131015,-1.880784082807216
50,2100,52.446,4.939,47.507,-236.966,-189.459,0.45533992087875824,-2.2712459151484166,-1.8159059942696583
51,1950,33.348,92.896,-59.548,107.56,48.012,-7.328446675780819,13.18157294582364,5.8531262700428215
51,1960,33.635,84.548,-50.913,176.044,125.131,-4.83000108365663,15.861259077428823,11.031257993772194
51,1970,67.03,57.269999999999996,9.760000000000002,228.553,238.313,0.6061886503082917,16.0363218651606,16.642510515468892
51,1980,91.895,55.672,36.223,-139.708,-103.485,2.1342805718643,-8.691428852977783,-6.557148281113482
51,1990,100.53999999999999,25.003,75.53699999999999,-688.186,-612.649,4.265988041944391,-38.856067813835224,-34.59007977189082
51,2000,49.087,9.788,39.299,-341.505,-302.206,2.423504341019967,-21.033656015856145,-18.61015167483618
51,2010,25.076,6.338,18.738,-167.658,-148.92,1.186857391825272,-10.628542202462354,-9.441684810637081
51,2020,10.844,3.42,7.4239999999999995,-74.90800000000002,-67.48400000000001,0.47502438942834313,-4.799811288026622,-4.324786898598278
51,2030,6.814,2.154,4.66,-158.808,-154.148,0.3123430376017363,-10.654906186182206,-10.342563148580469
51,2040,3.778,1.538,2.24,-89.584,-87.344,0.16148514005886522,-6.453754084118576,-6.292268944059711
51,2050,3.113,1.104,2.009,-58.333,-56.324,0.15708157657680197,-4.545586764901923,-4.388505188325121
51,2060,2.9899999999999998,0.794,2.1959999999999997,-38.946,-36.75,0.18685404512790754,-3.3053366698806244,-3.1184826247527164
51,2070,2.613,0.646,1.967,-26.73,-24.762999999999998,0.18420089661817002,-2.4977594010993207,-2.3135585044811506
51,2080,2.279,0.535,1.744,-20.5,-18.756,0.18048024267420035,-2.1168053155452755,-1.936325072871075
51,2090,2.154,0.427,1.7269999999999999,-14.775,-13.048,0.19419818339266276,-1.6581215468999786,-1.463923363507316
51,2100,0.208,0.038,0.16999999999999998,-1.27,-1.1,0.19901196413102007,-1.4867364379199737,-1.2877244737889537
52,1950,13.878,10.243,3.635,-25.25,-21.615000000000002,3.0668157041509603,-21.392518075962656,-18.325702371811694
52,1960,13.824,4.793,9.031,-34.362,-25.331,7.255585171150825,-27.585680024162137,-20.330094853011314
52,1970,10.138,2.032,8.106,-33.612,-25.506,6.347332741638029,-26.322937611922896,-19.97560487028486
