id,oadr_peak,oadr_p10,oadr_p15,oadr_p20,oadr_p25,oadr_p30
231,0.27407670809299395,0.27407670809299395,0.27407670809299395,0.27407670809299395,0.27407670809299395,0.27407670809299395
232,0.30396836614683964,0.30396836614683964,0.30396836614683964,0.30396836614683964,0.30396836614683964,0.30396836614683964
233,0.17565046722311622,0.22253528608689643,0.2456758397848763,0.2590508489703028,0.29016252448150626,0.3188059347181009
234,0.4837801245599783,0.5247406667776113,0.5415505839313353,0.5636949084322801,0.5688359727199168,0.5688359727199168
238,0.1505122143420016,0.22078464106844742,0.30703720304796056,0.42528172464478203,0.5412205567451819,0.647887323943662
242,0.17010131245682708,0.20159355518062486,0.21303250561328557,0.2329761263019623,0.25679393058013417,0.28350297454970336
246,0.39373166342017046,0.44201383275161915,0.44465215786420775,0.4591326910952935,0.4816168902309616,0.5023338964414986
250,0.5566605198773886,0.5621404574693462,0.5621404574693462,0.5621404574693462,0.5621404574693462,0.5621404574693462
254,0.35146920487442174,0.35146920487442174,0.35146920487442174,0.35146920487442174,0.35146920487442174,0.35146920487442174
258,0.35495701382087275,0.48715749830585736,0.5605201563785482,0.6066583967546183,0.6352548565005093,0.6919387678153984
262,0.3035758666624241,0.3035758666624241,0.3035758666624241,0.3035758666624241,0.3035758666624241,0.3035758666624241
266,0.24090444168199107,0.24090444168199107,0.24090444168199107,0.24090444168199107,0.24090444168199107,0.24090444168199107
268,0.13031742803793606,0.182929986399245,0.20805824499152706,0.21602463852501347,0.2055883542319383,0.22357982237076512
270,0.282159956714646,0.282159956714646,0.282159956714646,0.282159956714646,0.282159956714646,0.282159956714646
275,0.4162012444805765,0.4162012444805765,0.4162012444805765,0.4162012444805765,0.4162012444805765,0.4162012444805765
276,0.3688030006262493,0.4887365955680483,0.511926624403323,0.5183583722765898,0.532923736627878,0.5490304049680853
288,0.26324321233292886,0.26324321233292886,0.26324321233292886,0.26324321233292886,0.26324321233292886,0.26324321233292886
292,0.5255246837882345,0.5670639764486249,0.5700422093149105,0.5841268678581891,0.6049756827534605,0.627364631998162
296,0.23867919960713516,0.24110294422989073,0.24110294422989073,0.24110294422989073,0.24110294422989073,0.24110294422989073
300,0.2893551696764342,0.3530068009570844,0.388850592793097,0.4192216251963297,0.4733420749130839,0.5352257396557135
304,0.08107493748895007,0.10844431068642942,0.1259229188338873,0.17025108592011864,0.24051702289431443,0.2907232197779665
308,0.21608489804033654,0.24470668159573267,0.26364523668867035,0.3207948996201845,0.4003566260833979,0.4616893732970027
312,0.1485932785312157,0.2027241124715437,0.24637516547731883,0.3057542369921334,0.39988408381631735,0.49551334007970954
316,0.4432976777975399,0.48973411354070423,0.48973411354070423,0.48973411354070423,0.48973411354070423,0.48973411354070423
320,0.3301322239909009,0.3884588508629515,0.40731466066166533,0.4274897869889316,0.440491771239935,0.440491771239935
324,0.21462325632699297,0.21462325632699297,0.21462325632699297,0.21462325632699297,0.21462325632699297,0.21462325632699297
328,0.24496781420213357,0.2849827107903075,0.31491373197825573,0.34531755698625366,0.3698669114765364,0.3902189071935061
332,0.21468447055732878,0.24762841558152526,0.26145871933945686,0.2750932488765275,0.28606440567881564,0.28606440567881564
336,0.52363184079602,0.52363184079602,0.52363184079602,0.52363184079602,0.52363184079602,0.52363184079602
340,0.3750981819827683,0.4259238952944112,0.4259238952944112,0.4259238952944112,0.4259238952944112,0.4259238952944112
344,0.26932674140271823,0.46499079588210135,0.5612532979856463,0.6694479145619933,0.7921278398210388,0.9647853565250312
348,0.20690128788127418,0.2020977313718278,0.20972842602948188,0.21842191413550419,0.22530111588690677,0.23979901271653264
352,0.37667873946700364,0.4852761978097873,0.5366515500706268,0.5664903897207179,0.5965759977530259,0.6191075223891441
356,0.30060536540194843,0.38631430545367434,0.4229817718141428,0.4532696881485805,0.4762002003979779,0.4951281628712633
360,0.2594329922463601,0.29695066186894625,0.31970878180405277,0.3497201377060321,0.37519303957741257,0.39443566274411435
364,0.4182822274207069,0.526555529808995,0.5325071277527592,0.5407706070397162,0.5674828504214213,0.6237494116482619
368,0.30893034196910624,0.30893034196910624,0.30893034196910624,0.30893034196910624,0.30893034196910624,0.30893034196910624
372,0.46188976878796556,0.4666666089587501,0.4807618361041463,0.5123846851048798,0.5579370113374492,0.5906073202184446
376,0.4077894391278476,0.4077894391278476,0.4077894391278476,0.4077894391278476,0.4077894391278476,0.4077894391278476
380,0.336533866121688,0.3878961053508805,0.44295657618031203,0.5195781022495801,0.6020117002798564,0.6691319269478058
384,0.15415110348804886,0.15415110348804886,0.15415110348804886,0.15415110348804886,0.15415110348804886,0.15415110348804886
388,0.1076955357788872,0.16180336540182388,0.18936307993325457,0.22061724408558708,0.26220259172647836,0.3193195061778224
392,0.35688519836081506,0.4851949698668692,0.5066210871957223,0.5261713110052972,0.5600752425766047,0.635913769073532
398,0.36817913653281664,0.36817913653281664,0.36817913653281664,0.36817913653281664,0.36817913653281664,0.36817913653281664
400,0.43433214307498075,0.43433214307498075,0.43433214307498075,0.43433214307498075,0.43433214307498075,0.43433214307498075
404,0.2427705562226278,0.2514048120931032,0.2514048120931032,0.2514048120931032,0.2514048120931032,0.2514048120931032
408,0.23889106794264534,0.3226575381960615,0.32980542380423333,0.3446498716066451,0.36852265136043955,0.39943654241420834
410,0.219559631314959,0.37682493166746145,0.47121301588762576,0.5788593692268469,0.6670453019265349,0.7561012513342036
412,0.07689347167209225,0.10450960476246299,0.1053606795069092,0.11821090805660243,0.1338771358347911,0.16267640316745696
414,0.1404876905802548,0.1404876905802548,0.1404876905802548,0.1404876905802548,0.1404876905802548,0.1404876905802548
417,0.35658887025888586,0.35658887025888586,0.35658887025888586,0.35658887025888586,0.35658887025888586,0.35658887025888586
418,0.25207273437888705,0.3015625024263665,0.3310956195745914,0.3602024373306571,0.38732218792506057,0.41164661413232645
422,0.4411574958217078,0.4839070671467718,0.49965228510848403,0.5208178299425467,0.5208178299425467,0.5208178299425467
426,0.2098270200968971,0.23987667797719348,0.2546521062128642,0.26127095431241737,0.26127095431241737,0.26127095431241737
428,0.175457755553397,0.22052804876219437,0.24128629980897048,0.26485981771076844,0.29192619829624,0.3206038019530907
430,0.2035744979274084,0.2035744979274084,0.2035744979274084,0.2035744979274084,0.2035744979274084,0.2035744979274084
434,0.4411389789378597,0.4757345616984519,0.48622178116757736,0.48622178116757736,0.48622178116757736,0.48622178116757736
438,0.5898791540785498,0.5898791540785498,0.5898791540785498,0.5898791540785498,0.5898791540785498,0.5898791540785498
440,0.1668927959876861,0.21442023498428572,0.24487952423729006,0.2677748424118059,0.29018068352455506,0.3071469700935352
442,0.5187096943955338,0.5344319730386435,0.5421253080091368,0.551081747227167,0.5602378285942647,0.5754284913826875
446,0.29458266123793475,0.42923202765280954,0.4903189999578475,0.6112950463124118,0.8029893762168293,0.9459450125536596
450,0.20460701746170787,0.20460701746170787,0.20460701746170787,0.20460701746170787,0.20460701746170787,0.20460701746170787
454,0.25682449202667995,0.25682449202667995,0.25682449202667995,0.25682449202667995,0.25682449202667995,0.25682449202667995
458,0.44511259000889053,0.5126120967866415,0.5232462167550451,0.5253957465396691,0.5298553932778493,0.5341846443224205
462,0.5780202005460593,0.7653351839191422,0.7200048109139018,0.7225141210539897,0.7129348648668898,0.6757637224168664
466,0.16984632246406703,0.16984632246406703,0.16984632246406703,0.16984632246406703,0.16984632246406703,0.16984632246406703
470,0.3459330025965658,0.41137525299303623,0.4776918464864734,0.574945624812854,0.7081017969533887,0.798061612196314
474,0.16699515762141207,0.22430224774316376,0.2703835273460363,0.34593001284861313,0.423381181000658,0.548286230361635
478,0.24207034120114773,0.24207034120114773,0.24207034120114773,0.24207034120114773,0.24207034120114773,0.24207034120114773
480,0.12289242816264286,0.19782561128436577,0.24824111652523506,0.28866489357198755,0.3204270489627186,0.372797645773265
484,0.3146680353156708,0.3911234511389459,0.43064172316875926,0.47169285797167404,0.5054386623041455,0.5324738151599611
492,0.4878587196467991,0.4878587196467991,0.4878587196467991,0.4878587196467991,0.4878587196467991,0.4878587196467991
496,0.3927799844998581,0.3927799844998581,0.3927799844998581,0.3927799844998581,0.3927799844998581,0.3927799844998581
498,0.13493568521851834,0.15245128551833162,0.1523598607497123,0.14625300086287604,0.17828927044391216,0.22557396952465836
499,0.27844612325654766,0.34335298757905147,0.3688075188179927,0.4030478736143678,0.44678658363101825,0.48047000967429854
500,0.1634920634920635,0.17056349873843565,0.17309283468475922,0.21528639829757049,0.22037836043810158,0.2273657691702094
504,0.30778534223483583,0.35685090724848134,0.38475440451628046,0.4234947321297318,0.45842115505989667,0.48944452575159353
508,0.1899090024086439,0.1899090024086439,0.1899090024086439,0.1899090024086439,0.1899090024086439,0.1899090024086439
512,0.23870233715415862,0.23870233715415862,0.23870233715415862,0.23870233715415862,0.23870233715415862,0.23870233715415862
516,0.27971556175646434,0.27971556175646434,0.27971556175646434,0.27971556175646434,0.27971556175646434,0.27971556175646434
520,0.18128739277733727,0.18128739277733727,0.18128739277733727,0.18128739277733727,0.18128739277733727,0.18128739277733727
524,0.27295095728606367,0.36461001238286994,0.40425540466532295,0.4362459831670891,0.46410765257633463,0.4893524907136972
528,0.43225181929859774,0.44019781007953296,0.45654607382743734,0.4792402658302719,0.5096789599958309,0.5383558028695311
531,0.20384694366486414,0.28716453674121406,0.32022888629861185,0.34556229953951967,0.35593819517494696,0.3655799794697533
533,0.2826499136882022,0.3865461694377981,0.4113029827315542,0.42074309491825307,0.4212909198013969,0.4241204815115455
534,0.3907667984189723,0.40034589885661215,0.40769431063663586,0.4440868593109523,0.5015913886206773,0.5443052178791846
535,0.34681771553454355,0.4315032366339008,0.48258756326101127,0.512781954887218,0.5291768714726867,0.5505284015852047
540,0.41488956128540333,0.4559181998427681,0.475159280368538,0.4966262702449268,0.5165478443470821,0.5324336572307822
548,0.27344266256148164,0.27344266256148164,0.27344266256148164,0.27344266256148164,0.27344266256148164,0.27344266256148164
554,0.5121957060935869,0.5399391785430517,0.5510093043486571,0.5586218845365399,0.5610525965836659,0.5610525965836659
558,0.3389951572988285,0.406683271829474,0.4366441907889113,0.4638900976086997,0.48947775607095334,0.5087985472821361
562,0.1945652885105832,0.1945652885105832,0.1945652885105832,0.1945652885105832,0.1945652885105832,0.1945652885105832
566,0.1822531136985209,0.1822531136985209,0.1822531136985209,0.1822531136985209,0.1822531136985209,0.1822531136985209
570,0.10249081257656187,0.13034410844629823,0.12312811980033282,0.15045486354093776,0.14545454545454545,0.14481268011527376
578,0.45193196122878004,0.5111774505222964,0.5276349758060667,0.5420854365890477,0.5697614737014116,0.5910516691877372
580,0.02097603570389056,0.043374442403568615,0.06426202321724708,0.08803638757555807,0.15873927437335317,0.24950919799316512
583,0.21206786898650798,0.2513411207357005,0.26999232540291634,0.2910261511194705,0.3133872860937789,0.3133872860937789
584,0.035339882639941984,0.060030337504740246,0.07971732084983796,0.10147667467170815,0.12706720864190657,0.15744808907613597
585,0.07845811499533414,0.1002416400342973,0.1273785186350055,0.16122301580932508,0.20016522098306486,0.23959951665803558
586,0.25868051005128445,0.25868051005128445,0.25868051005128445,0.25868051005128445,0.25868051005128445,0.25868051005128445
591,0.4783939913283155,0.5302132371157257,0.5501312560271397,0.5699289433125125,0.5699289433125125,0.5699289433125125
598,0.2382310630101446,0.2382310630101446,0.2382310630101446,0.2382310630101446,0.2382310630101446,0.2382310630101446
600,0.32534407028071105,0.37936272989205894,0.40432855763638387,0.4262246743314407,0.4344893891429242,0.4344893891429242
604,0.40145035715541655,0.4756102662636987,0.5040169025251676,0.5281071763596461,0.5506422797974255,0.5709205673158246
608,0.1975608302774678,0.26815443456402,0.3062966375811082,0.3523837988534081,0.3955446884191987,0.4146796954770561
616,0.2993605514032569,0.35924810223589765,0.3862521985113214,0.44094526177311727,0.5227613565521827,0.6131730895934043
620,0.2793225057488539,0.35835176747051395,0.4000841460882083,0.4485195735785389,0.49463436120537985,0.5498205951118201
624,0.2378005276947245,0.2378005276947245,0.2378005276947245,0.2378005276947245,0.2378005276947245,0.2378005276947245
626,0.26065731292020305,0.32875108849450735,0.3449572939645908,0.3633480582684799,0.3794118447541985,0.3794118447541985
630,0.1836477472718021,0.25101086456741034,0.28938222450269435,0.36277170648539603,0.408480652010808,0.4666699954800956
634,0.14069154320976973,0.14069154320976973,0.14069154320976973,0.14069154320976973,0.14069154320976973,0.14069154320976973
638,0.47730162718626984,0.4741152800497005,0.4460129165358569,0.44724386349917356,0.4857393849520629,0.5249525645273018
642,0.16280781030105335,0.20260746728810908,0.21835023933449946,0.23553790045893813,0.26342068331388435,0.29929472648305194
643,0.1545986431723581,0.17780887024851944,0.19539430837947974,0.17487817347075343,0.201257128716602,0.23642850470922655
646,0.2864817092753454,0.2864817092753454,0.2864817092753454,0.2864817092753454,0.2864817092753454,0.2864817092753454
652,0.4112510914307098,0.44741625551804726,0.45560100277081417,0.49225284519402174,0.590915882265053,0.71592229785821
654,0.14272256241168163,0.1539379474940334,0.1797223599405057,0.23344280240831966,0.2853604843148046,0.3507972665148064
659,0.10203340595497461,0.15506344618098084,0.16026128584850793,0.1751913709116214,0.17034068136272548,0.17146631439894322
660,0.30901589857114103,0.4243326715199647,0.4889331303431315,0.5155317334632721,0.5267021007339914,0.5684125050751118
662,0.18411821893836283,0.25028430241595695,0.2820810522212241,0.32373227686020467,0.37820053672559184,0.4505710541097173
663,0.09998393187113361,0.30562083201016205,0.4471558120362737,0.5698498158118446,0.637024497112129,0.6626418236702405
666,0.16213126000457356,0.19715594119064833,0.21686746987951808,0.2577583995896384,0.2848852545502506,0.31331168831168826
670,0.1141553164701843,0.1285771476690733,0.14268512944009634,0.1609177169555562,0.18319891065256097,0.21419116515314762
674,0.29938724432553726,0.43831060857998,0.5422759702474322,0.6391147488018953,0.7073820180159763,0.7159824723247231
678,0.28959800953265985,0.28959800953265985,0.28959800953265985,0.28959800953265985,0.28959800953265985,0.28959800953265985
682,0.2539726132286826,0.2539726132286826,0.2539726132286826,0.2539726132286826,0.2539726132286826,0.2539726132286826
686,0.2821253834751306,0.2821253834751306,0.2821253834751306,0.2821253834751306,0.2821253834751306,0.2821253834751306
688,0.14598334080286132,0.21712395758797642,0.24775236108870552,0.2578645957150383,0.2582890168496864,0.30256113743912894
690,0.22282563634856142,0.31652473980074586,0.3741486213537508,0.4278740118454638,0.4463545663852647,0.4371901684445482
694,0.2120133085339403,0.23605673412872075,0.23605673412872075,0.23605673412872075,0.23605673412872075,0.23605673412872075
702,0.32048976293805626,0.4171585980685827,0.4987567901689406,0.6258707214523337,0.7842015327697177,0.924357372164944
703,0.2733233577545673,0.3433270902717554,0.37450794944130633,0.435831971447809,0.5021762172079939,0.5662986097418516
704,0.306630017444708,0.4028807592774276,0.41294457975724014,0.41646071228444104,0.4344692681029192,0.4791966222751592
705,0.3428046559223448,0.43119626925556964,0.47120933409555893,0.5251343833516148,0.5741281382905747,0.6005857860786863
706,0.16241628547750467,0.16241628547750467,0.16241628547750467,0.16241628547750467,0.16241628547750467,0.16241628547750467
710,0.29639747100251185,0.29639747100251185,0.29639747100251185,0.29639747100251185,0.29639747100251185,0.29639747100251185
716,0.23646169320469929,0.23646169320469929,0.23646169320469929,0.23646169320469929,0.23646169320469929,0.23646169320469929
724,0.31252001310146565,0.42474925420923365,0.5027204573277957,0.5968321139367144,0.6714171997114489,0.7005439310360113
728,0.19017139661052077,0.19017139661052077,0.19017139661052077,0.19017139661052077,0.19017139661052077,0.19017139661052077
729,0.2426265280456842,0.2426265280456842,0.2426265280456842,0.2426265280456842,0.2426265280456842,0.2426265280456842
732,0.3541971658208877,0.38803674630732743,0.3909078330994406,0.3909078330994406,0.3909078330994406,0.3909078330994406
740,0.32941286804984204,0.38577879452285135,0.4075570594330061,0.42951686092657004,0.4512929322242335,0.4686711302244191
748,0.15795975000071813,0.19261933853042196,0.2110792636093065,0.2301809988688213,0.2498958824704328,0.26660634061277494
752,0.5511538656708282,0.5890169475354228,0.5886974906686533,0.5874207610756353,0.5874253431817975,0.5874253431817975
756,0.540389709239215,0.5788494458978007,0.5635842541193092,0.5479989496339366,0.5464322979685363,0.5518403113725127
760,0.3319400746870666,0.38708412295344774,0.41985643567492287,0.41985643567492287,0.41985643567492287,0.41985643567492287
762,0.32309512311132116,0.32309512311132116,0.32309512311132116,0.32309512311132116,0.32309512311132116,0.32309512311132116
764,0.2000387877322363,0.31103349112991613,0.3743779707426622,0.42893646675035874,0.4783437262481065,0.5139851299661807
768,0.18122561138105214,0.18122561138105214,0.18122561138105214,0.18122561138105214,0.18122561138105214,0.18122561138105214
772,0.39215686274509803,0.43344974776872325,0.46693227091633477,0.46693227091633477,0.46693227091633477,0.46693227091633477
776,0.34963240393952005,0.34963240393952005,0.34963240393952005,0.34963240393952005,0.34963240393952005,0.34963240393952005
780,0.21326084094122216,0.2666412830804776,0.2972357514591364,0.3531475225162918,0.42175891841242225,0.4680308566581633
784,0.16295049891321112,0.16295049891321112,0.16295049891321112,0.16295049891321112,0.16295049891321112,0.16295049891321112
788,0.33736245790126307,0.4160684775655641,0.42750272066898715,0.43782475184959063,0.4732890270641824,0.5399889760988607
792,0.32183990605371293,0.41968792103609925,0.4739957530711651,0.5336390795381418,0.568564661076414,0.6146892502213832
795,0.26737769596058014,0.3413620886650502,0.36095083384942306,0.3721465528407994,0.3748319890274275,0.3748319890274275
796,0.4207287605915139,0.5170571598170327,0.5478998325689743,0.557354875070449,0.5575012563299703,0.5584851390220518
798,0.26095768938434255,0.26095768938434255,0.26095768938434255,0.26095768938434255,0.26095768938434255,0.26095768938434255
800,0.3246276357891593,0.3246276357891593,0.3246276357891593,0.3246276357891593,0.3246276357891593,0.3246276357891593
804,0.1924588666518468,0.2099330258461005,0.21887471151267826,0.20662816995976252,0.23959160225424797,0.27637205542688714
807,0.1562364102466828,0.1955398867366362,0.24602468881703032,0.2852148903731422,0.32315896730140664,0.3546168047041483
818,0.36052106086102736,0.36052106086102736,0.36052106086102736,0.36052106086102736,0.36052106086102736,0.36052106086102736
826,0.4733083920428025,0.5354620023766615,0.5506416150321235,0.5584436783009028,0.5634649734816523,0.5663687395621608
831,0.41350305753151134,0.5089103596349972,0.5259186081611371,0.5439234935680433,0.5666307418950803,0.5729644410030377
832,0.4544137316094516,0.5058636819244905,0.5045866927000051,0.49451976257925273,0.48677776837830977,0.4952652164962602
833,0.2749796251018745,0.3499792397991922,0.3868601986249045,0.446926819580975,0.5095233106338397,0.5511607533946561
834,0.20539952736350026,0.20539952736350026,0.20539952736350026,0.20539952736350026,0.20539952736350026,0.20539952736350026
840,0.4967911544702436,0.4967911544702436,0.4967911544702436,0.4967911544702436,0.4967911544702436,0.4967911544702436
850,0.1250511290709319,0.19646359837393754,0.2603071325048567,0.3295344759723763,0.3731600557793616,0.42325162748833023
854,0.2155815613307381,0.2155815613307381,0.2155815613307381,0.2155815613307381,0.2155815613307381,0.2155815613307381
858,0.2362671852945765,0.26560719565322055,0.28490438697178166,0.3136101419896944,0.3483903034265686,0.37444960627842416
860,0.31180494934812975,0.31180494934812975,0.31180494934812975,0.31180494934812975,0.31180494934812975,0.31180494934812975
862,0.2652753755422147,0.28283679367543896,0.3265751615042203,0.3803826903530959,0.42796535237507344,0.44561435954854
876,0.09874795862819814,0.15275994865211812,0.18524986566362173,0.21717858113617827,0.2560591537724222,0.28762957843814785
882,0.26006796208258176,0.26006796208258176,0.26006796208258176,0.26006796208258176,0.26006796208258176,0.26006796208258176
887,0.25447301358455876,0.25447301358455876,0.25447301358455876,0.25447301358455876,0.25447301358455876,0.25447301358455876
894,0.22153680519424968,0.22153680519424968,0.22153680519424968,0.22153680519424968,0.22153680519424968,0.22153680519424968
